None,indicator_id,region_id,date,value
4264,ZSFH,99982,2016-04-30,352660.843636412
4265,ZSFH,99982,2016-03-31,351665.594254872
4266,ZSFH,99982,2016-02-29,350536.434643134
4267,ZSFH,99982,2016-01-31,348993.72164251
4268,ZSFH,99982,2015-12-31,347130.649493993
4269,ZSFH,99982,2015-11-30,345450.209833496
4270,ZSFH,99982,2015-10-31,343876.24647259
4271,ZSFH,99982,2015-09-30,343211.070952778
4272,ZSFH,99982,2015-08-31,342817.29184211
4273,ZSFH,99982,2015-07-31,342020.196352424
4274,ZSFH,99982,2015-06-30,339425.487846314
4275,ZSFH,99982,2015-05-31,336371.793806061
4276,ZSFH,99982,2015-04-30,333276.774524027
4277,ZSFH,99982,2015-03-31,330465.185444901
4278,ZSFH,99982,2015-02-28,328308.652027245
4279,ZSFH,99982,2015-01-31,326643.47794238
4280,ZSFH,99982,2014-12-31,325995.664819423
4281,ZSFH,99982,2014-11-30,325736.03261158
4282,ZSFH,99982,2014-10-31,325804.772041716
4283,ZSFH,99982,2014-09-30,327156.515789753
4284,ZSFH,99982,2014-08-31,328809.77853455
4285,ZSFH,99982,2014-07-31,329391.312403762
4286,ZSFH,99982,2014-06-30,327365.888458487
4287,ZSFH,99982,2014-05-31,323908.790076895
4288,ZSFH,99982,2014-04-30,320325.709238173
4289,ZSFH,99982,2014-03-31,317652.330782176
4290,ZSFH,99982,2014-02-28,315368.666695443
4291,ZSFH,99982,2014-01-31,314244.420593951
4292,ZSFH,99982,2013-12-31,313919.092112477
4293,ZSFH,99982,2013-11-30,314032.42410591
4294,ZSFH,99982,2013-10-31,313815.103076768
4295,ZSFH,99982,2013-09-30,313523.033416958
4296,ZSFH,99982,2013-08-31,313513.313217692
4297,ZSFH,99982,2013-07-31,312380.743881219
4298,ZSFH,99982,2013-06-30,310278.697728144
4299,ZSFH,99982,2013-05-31,306468.15939051
4300,ZSFH,99982,2013-04-30,302541.56157481
4301,ZSFH,99982,2013-03-31,298091.154553544
4302,ZSFH,99982,2013-02-28,294140.422597774
4303,ZSFH,99982,2013-01-31,291367.398338176
4304,ZSFH,99982,2012-12-31,289449.061938041
4305,ZSFH,99982,2012-11-30,288820.947876416
4306,ZSFH,99982,2012-10-31,288484.49968775
4307,ZSFH,99982,2012-09-30,289512.001828056
4308,ZSFH,99982,2012-08-31,290305.02984265
4309,ZSFH,99982,2012-07-31,290493.655839751
4310,ZSFH,99982,2012-06-30,288757.860159566
4311,ZSFH,99982,2012-05-31,285494.622627739
4312,ZSFH,99982,2012-04-30,281171.055246361
4313,ZSFH,99982,2012-03-31,276481.328322281
4314,ZSFH,99982,2012-02-29,271043.704666988
4315,ZSFH,99982,2012-01-31,267727.412318576
4316,ZSFH,99982,2011-12-31,266328.43748718
4317,ZSFH,99982,2011-11-30,267447.538049682
4318,ZSFH,99982,2011-10-31,269100.755662705
4319,ZSFH,99982,2011-09-30,270469.530842006
4320,ZSFH,99982,2011-08-31,271215.845586304
4321,ZSFH,99982,2011-07-31,271406.57039581
4322,ZSFH,99982,2011-06-30,271446.516182259
4323,ZSFH,99982,2011-05-31,272194.050828374
4324,ZSFH,99982,2011-04-30,273639.258789946
4325,ZSFH,99982,2011-03-31,275331.034318482
4326,ZSFH,99982,2011-02-28,278017.300015729
4327,ZSFH,99982,2011-01-31,280260.848081836
4328,ZSFH,99982,2010-12-31,281675.061321509
4329,ZSFH,99982,2010-11-30,281541.117995529
4330,ZSFH,99982,2010-10-31,281844.56119184
4331,ZSFH,99982,2010-09-30,283571.926438945
4332,ZSFH,99982,2010-08-31,286367.167248809
4333,ZSFH,99982,2010-07-31,287910.149087607
4334,ZSFH,99982,2010-06-30,289224.929878722
4335,ZSFH,99982,2010-05-31,289130.256424741
4336,ZSFH,99982,2010-04-30,288801.35236526
4337,ZSFH,99982,2010-03-31,288428.306211806
4338,ZSFH,99982,2010-02-28,290930.82016293
4339,ZSFH,99982,2010-01-31,293759.28947696
4340,ZSFH,99982,2009-12-31,296045.679100744
4341,ZSFH,99982,2009-11-30,295976.153684761
4342,ZSFH,99982,2009-10-31,295413.170493842
4343,ZSFH,99982,2009-09-30,292782.61244345
4344,ZSFH,99982,2009-08-31,291864.327302844
4345,ZSFH,99982,2009-07-31,292567.87990956
4346,ZSFH,99982,2009-06-30,296709.714946052
4347,ZSFH,99982,2009-05-31,299162.130990897
4348,ZSFH,99982,2009-04-30,300547.84575022
4349,ZSFH,99982,2009-03-31,300810.072364039
4350,ZSFH,99982,2009-02-28,301039.973888192
4351,ZSFH,99982,2009-01-31,301700.654978886
4352,ZSFH,99982,2008-12-31,332676.0
4353,ZSFH,99982,2008-11-30,337888.0
4354,ZSFH,99982,2008-10-31,343177.0
4355,ZSFH,99982,2008-09-30,350101.0
4356,ZSFH,99982,2008-08-31,352158.0
4357,ZSFH,99982,2008-07-31,353825.0
4358,ZSFH,99982,2008-06-30,351743.0
4359,ZSFH,99982,2008-05-31,352903.0
4360,ZSFH,99982,2008-04-30,352787.0
4361,ZSFH,99982,2008-03-31,350997.0
4362,ZSFH,99982,2008-02-29,346413.0
4363,ZSFH,99982,2008-01-31,340428.0
4364,ZSFH,99982,2007-12-31,336391.0
4365,ZSFH,99982,2007-11-30,332278.0
4366,ZSFH,99982,2007-10-31,327529.0
4367,ZSFH,99982,2007-09-30,322269.0
4368,ZSFH,99982,2007-08-31,320936.0
4369,ZSFH,99982,2007-07-31,319055.0
4370,ZSFH,99982,2007-06-30,319238.0
4371,ZSFH,99982,2007-05-31,314626.0
4372,ZSFH,99982,2007-04-30,313499.0
4373,ZSFH,99982,2007-03-31,314048.0
4374,ZSFH,99982,2007-02-28,316628.0
4375,ZSFH,99982,2007-01-31,319073.0
4376,ZSFH,99982,2006-12-31,318234.0
4377,ZSFH,99982,2006-11-30,316811.0
4378,ZSFH,99982,2006-10-31,314460.0
4379,ZSFH,99982,2006-09-30,312743.0
4380,ZSFH,99982,2006-08-31,307864.0
4381,ZSFH,99982,2006-07-31,304342.0
4382,ZSFH,99982,2006-06-30,298005.0
4383,ZSFH,99982,2006-05-31,292628.0
4384,ZSFH,99982,2006-04-30,284554.0
4385,ZSFH,99982,2006-03-31,278696.0
4386,ZSFH,99982,2006-02-28,273478.0
4387,ZSFH,99982,2006-01-31,268737.0
4388,ZSFH,99982,2005-12-31,263911.0
4389,ZSFH,99982,2005-11-30,258877.0
4390,ZSFH,99982,2005-10-31,254562.0
4391,ZSFH,99982,2005-09-30,249831.0
4392,ZSFH,99982,2005-08-31,246170.0
4393,ZSFH,99982,2005-07-31,241823.0
4394,ZSFH,99982,2005-06-30,238799.0
4395,ZSFH,99982,2005-05-31,236457.0
4396,ZSFH,99982,2005-04-30,234709.0
4397,ZSFH,99982,2005-03-31,231325.0
4398,ZSFH,99982,2005-02-28,229305.0
4399,ZSFH,99982,2005-01-31,226375.0
4400,ZSFH,99980,2023-09-30,305593.750240274
4401,ZSFH,99980,2023-08-31,303940.888225358
4402,ZSFH,99980,2023-07-31,302312.694855494
4403,ZSFH,99980,2023-06-30,301144.875193196
4404,ZSFH,99980,2023-05-31,300107.726921072
4405,ZSFH,99980,2023-04-30,299536.927878848
4406,ZSFH,99980,2023-03-31,299062.755334898
4407,ZSFH,99980,2023-02-28,299119.795636335
4408,ZSFH,99980,2023-01-31,300475.461048188
4409,ZSFH,99980,2022-12-31,302368.687045989
4410,ZSFH,99980,2022-11-30,303464.570354266
4411,ZSFH,99980,2022-10-31,303164.279988216
4412,ZSFH,99980,2022-09-30,303244.636818174
4413,ZSFH,99980,2022-08-31,304303.051998466
4414,ZSFH,99980,2022-07-31,304386.70140174
4415,ZSFH,99980,2022-06-30,302385.444522088
4416,ZSFH,99980,2022-05-31,298359.451463807
4417,ZSFH,99980,2022-04-30,293964.307276716
4418,ZSFH,99980,2022-03-31,289562.026041453
4419,ZSFH,99980,2022-02-28,285373.099733732
4420,ZSFH,99980,2022-01-31,281141.595978262
4421,ZSFH,99980,2021-12-31,276687.605887757
4422,ZSFH,99980,2021-11-30,272430.869770837
4423,ZSFH,99980,2021-10-31,268807.575361867
4424,ZSFH,99980,2021-09-30,266165.586410371
4425,ZSFH,99980,2021-08-31,263643.458757174
4426,ZSFH,99980,2021-07-31,260468.183150652
4427,ZSFH,99980,2021-06-30,255989.918850324
4428,ZSFH,99980,2021-05-31,250543.619991889
4429,ZSFH,99980,2021-04-30,244331.615602213
4430,ZSFH,99980,2021-03-31,238660.668198261
4431,ZSFH,99980,2021-02-28,233474.08922445
4432,ZSFH,99980,2021-01-31,229408.731908176
4433,ZSFH,99980,2020-12-31,225704.37207061
4434,ZSFH,99980,2020-11-30,222707.434903243
4435,ZSFH,99980,2020-10-31,219567.972847152
4436,ZSFH,99980,2020-09-30,216833.724150549
4437,ZSFH,99980,2020-08-31,214253.898789472
4438,ZSFH,99980,2020-07-31,212563.635381698
4439,ZSFH,99980,2020-06-30,211048.843404173
4440,ZSFH,99980,2020-05-31,209248.506253899
4441,ZSFH,99980,2020-04-30,206692.994407833
4442,ZSFH,99980,2020-03-31,204383.521599909
4443,ZSFH,99980,2020-02-29,202848.535947128
4444,ZSFH,99980,2020-01-31,201890.235533727
4445,ZSFH,99980,2019-12-31,200363.342363957
4446,ZSFH,99980,2019-11-30,198452.806792276
4447,ZSFH,99980,2019-10-31,196478.308834709
4448,ZSFH,99980,2019-09-30,194822.4701435
4449,ZSFH,99980,2019-08-31,193225.163569618
4450,ZSFH,99980,2019-07-31,191415.741314707
4451,ZSFH,99980,2019-06-30,189818.446176915
4452,ZSFH,99980,2019-05-31,188198.368880861
4453,ZSFH,99980,2019-04-30,186425.426514508
4454,ZSFH,99980,2019-03-31,184077.723290712
4455,ZSFH,99980,2019-02-28,181715.380209139
4456,ZSFH,99980,2019-01-31,179772.546535958
4457,ZSFH,99980,2018-12-31,178060.932353141
4458,ZSFH,99980,2018-11-30,176576.435857637
4459,ZSFH,99980,2018-10-31,175370.283239606
4460,ZSFH,99980,2018-09-30,174808.244568784
4461,ZSFH,99980,2018-08-31,173863.852212969
4462,ZSFH,99980,2018-07-31,172958.47762732
4463,ZSFH,99980,2018-06-30,171853.600289508
4464,ZSFH,99980,2018-05-31,170924.071263049
4465,ZSFH,99980,2018-04-30,169304.837162475
4466,ZSFH,99980,2018-03-31,167159.6102062
4467,ZSFH,99980,2018-02-28,165087.969746273
4468,ZSFH,99980,2018-01-31,163521.797586214
4469,ZSFH,99980,2017-12-31,162283.905042026
4470,ZSFH,99980,2017-11-30,161269.757346353
4471,ZSFH,99980,2017-10-31,160538.065580872
4472,ZSFH,99980,2017-09-30,160247.93456494
4473,ZSFH,99980,2017-08-31,159857.892588531
4474,ZSFH,99980,2017-07-31,159473.587999358
4475,ZSFH,99980,2017-06-30,158921.967457273
4476,ZSFH,99980,2017-05-31,158188.368815663
4477,ZSFH,99980,2017-04-30,156844.905584812
4478,ZSFH,99980,2017-03-31,155394.257980448
4479,ZSFH,99980,2017-02-28,154120.590012961
4480,ZSFH,99980,2017-01-31,153358.873919697
4481,ZSFH,99980,2016-12-31,152212.038433922
4482,ZSFH,99980,2016-11-30,150997.287392861
4483,ZSFH,99980,2016-10-31,149944.810898958
4484,ZSFH,99980,2016-09-30,149467.244276806
4485,ZSFH,99980,2016-08-31,149479.870579329
4486,ZSFH,99980,2016-07-31,149894.836647576
4487,ZSFH,99980,2016-06-30,150362.265147877
4488,ZSFH,99980,2016-05-31,150648.648799303
4489,ZSFH,99980,2016-04-30,150447.919754877
4490,ZSFH,99980,2016-03-31,150108.725324527
4491,ZSFH,99980,2016-02-29,149438.180008215
4492,ZSFH,99980,2016-01-31,148775.938354714
4493,ZSFH,99980,2015-12-31,148079.6193838
4494,ZSFH,99980,2015-11-30,147325.160708417
4495,ZSFH,99980,2015-10-31,146640.392975306
4496,ZSFH,99980,2015-09-30,145988.561352403
4497,ZSFH,99980,2015-08-31,145309.30407106
4498,ZSFH,99980,2015-07-31,144196.880008182
4499,ZSFH,99980,2015-06-30,142453.46100899
4500,ZSFH,99980,2015-05-31,140482.988097948
4501,ZSFH,99980,2015-04-30,138404.899369228
4502,ZSFH,99980,2015-03-31,136962.8414686
4503,ZSFH,99980,2015-02-28,136604.180410449
4504,ZSFH,99980,2015-01-31,136905.516480469
4505,ZSFH,99980,2014-12-31,136975.026787871
4506,ZSFH,99980,2014-11-30,136777.477237369
4507,ZSFH,99980,2014-10-31,137064.851234897
4508,ZSFH,99980,2014-09-30,138449.290036633
4509,ZSFH,99980,2014-08-31,139642.349052219
4510,ZSFH,99980,2014-07-31,140237.52229677
4511,ZSFH,99980,2014-06-30,139974.947011566
4512,ZSFH,99980,2014-05-31,139406.138388674
4513,ZSFH,99980,2014-04-30,138495.868580506
4514,ZSFH,99980,2014-03-31,137670.129130073
4515,ZSFH,99980,2014-02-28,137381.277181934
4516,ZSFH,99980,2014-01-31,137954.344095222
4517,ZSFH,99980,2013-12-31,138887.145611229
4518,ZSFH,99980,2013-11-30,139608.626242181
4519,ZSFH,99980,2013-10-31,139861.685901808
4520,ZSFH,99980,2013-09-30,140032.216257232
4521,ZSFH,99980,2013-08-31,140128.535001075
4522,ZSFH,99980,2013-07-31,140049.321173818
4523,ZSFH,99980,2013-06-30,139349.052408116
4524,ZSFH,99980,2013-05-31,138468.775822907
4525,ZSFH,99980,2013-04-30,137091.75064258
4526,ZSFH,99980,2013-03-31,136022.788820492
4527,ZSFH,99980,2013-02-28,135432.66364622
4528,ZSFH,99980,2013-01-31,135888.493139081
4529,ZSFH,99980,2012-12-31,136727.617607457
4530,ZSFH,99980,2012-11-30,137457.782789084
4531,ZSFH,99980,2012-10-31,138029.061017806
4532,ZSFH,99980,2012-09-30,138930.758540253
4533,ZSFH,99980,2012-08-31,139660.801207552
4534,ZSFH,99980,2012-07-31,139917.834397107
4535,ZSFH,99980,2012-06-30,139187.240844707
4536,ZSFH,99980,2012-05-31,138351.520762446
4537,ZSFH,99980,2012-04-30,136879.994301903
4538,ZSFH,99980,2012-03-31,135539.713739914
4539,ZSFH,99980,2012-02-29,134561.482935231
4540,ZSFH,99980,2012-01-31,134559.878754612
4541,ZSFH,99980,2011-12-31,134624.691108636
4542,ZSFH,99980,2011-11-30,134552.248697089
4543,ZSFH,99980,2011-10-31,134524.319298659
4544,ZSFH,99980,2011-09-30,134653.104215623
4545,ZSFH,99980,2011-08-31,134952.751572149
4546,ZSFH,99980,2011-07-31,135361.676876786
4547,ZSFH,99980,2011-06-30,135664.665795761
4548,ZSFH,99980,2011-05-31,136072.262884399
4549,ZSFH,99980,2011-04-30,136656.169423615
4550,ZSFH,99980,2011-03-31,137525.929921704
4551,ZSFH,99980,2011-02-28,138738.340951859
4552,ZSFH,99980,2011-01-31,140002.10861014
4553,ZSFH,99980,2010-12-31,141219.315750614
4554,ZSFH,99980,2010-11-30,142007.257238733
4555,ZSFH,99980,2010-10-31,142746.976550377
4556,ZSFH,99980,2010-09-30,143306.16792423
4557,ZSFH,99980,2010-08-31,143839.38726824
4558,ZSFH,99980,2010-07-31,144054.174871706
4559,ZSFH,99980,2010-06-30,144075.503586105
4560,ZSFH,99980,2010-05-31,143984.260146423
4561,ZSFH,99980,2010-04-30,143782.792312699
4562,ZSFH,99980,2010-03-31,143874.738615031
4563,ZSFH,99980,2010-02-28,144311.121372458
4564,ZSFH,99980,2010-01-31,145109.077813279
4565,ZSFH,99980,2009-12-31,145956.386617012
4566,ZSFH,99980,2009-11-30,146853.891355456
4567,ZSFH,99980,2009-10-31,147629.113464983
4568,ZSFH,99980,2009-09-30,148528.499654716
4569,ZSFH,99980,2009-08-31,149462.216032944
4570,ZSFH,99980,2009-07-31,150623.559594629
4571,ZSFH,99980,2009-06-30,151739.795391514
4572,ZSFH,99980,2009-05-31,152730.94477756
4573,ZSFH,99980,2009-04-30,153361.881580422
4574,ZSFH,99980,2009-03-31,153869.183972956
4575,ZSFH,99980,2009-02-28,153955.693614504
4576,ZSFH,99980,2009-01-31,154157.622887082
4577,ZSFH,99980,2008-12-31,128607.0
4578,ZSFH,99980,2008-11-30,129225.0
4579,ZSFH,99980,2008-10-31,130021.0
4580,ZSFH,99980,2008-09-30,130734.0
4581,ZSFH,99980,2008-08-31,131573.0
4582,ZSFH,99980,2008-07-31,132099.0
4583,ZSFH,99980,2008-06-30,132785.0
4584,ZSFH,99980,2008-05-31,133163.0
4585,ZSFH,99980,2008-04-30,133576.0
4586,ZSFH,99980,2008-03-31,133637.0
4587,ZSFH,99980,2008-02-29,135386.0
4588,ZSFH,99980,2008-01-31,136785.0
4589,ZSFH,99980,2007-12-31,138091.0
4590,ZSFH,99980,2007-11-30,137213.0
4591,ZSFH,99980,2007-10-31,136252.0
4592,ZSFH,99980,2007-09-30,135211.0
4593,ZSFH,99980,2007-08-31,134092.0
4594,ZSFH,99980,2007-07-31,132865.0
4595,ZSFH,99980,2007-06-30,131322.0
4596,ZSFH,99980,2007-05-31,130039.0
4597,ZSFH,99980,2007-04-30,128567.0
4598,ZSFH,99980,2007-03-31,127525.0
4599,ZSFH,99980,2007-02-28,126254.0
4600,ZSFH,99980,2007-01-31,125379.0
4601,ZSFH,99980,2006-12-31,124570.0
4602,ZSFH,99980,2006-11-30,124285.0
4603,ZSFH,99980,2006-10-31,123580.0
4604,ZSFH,99980,2006-09-30,123219.0
4605,ZSFH,99980,2006-08-31,122666.0
4606,ZSFH,99980,2006-07-31,122587.0
4607,ZSFH,99980,2006-06-30,122020.0
4608,ZSFH,99980,2006-05-31,121452.0
4609,ZSFH,99980,2006-04-30,119960.0
4610,ZSFH,99980,2006-03-31,118779.0
4611,ZSFH,99980,2006-02-28,117178.0
4612,ZSFH,99980,2006-01-31,116262.0
4613,ZSFH,99980,2005-12-31,114843.0
4614,ZSFH,99980,2005-11-30,113620.0
4615,ZSFH,99980,2005-10-31,112701.0
4616,ZSFH,99980,2005-09-30,111607.0
4617,ZSFH,99980,2005-08-31,110657.0
4618,ZSFH,99980,2005-07-31,109461.0
4619,ZSFH,99980,2005-06-30,108686.0
4620,ZSFH,99980,2005-05-31,107866.0
4621,ZSFH,99980,2005-04-30,107770.0
4622,ZSFH,99980,2005-03-31,107379.0
4623,ZSFH,99980,2005-02-28,107541.0
4624,ZSFH,99980,2005-01-31,106813.0
4625,ZSFH,9998,2022-12-31,77197.0
4626,ZSFH,9998,2022-11-30,79017.0
4627,ZSFH,9998,2022-10-31,80795.0
4628,ZSFH,9998,2022-09-30,82402.0
4629,ZSFH,9998,2022-08-31,75853.0
4630,ZSFH,9998,2022-07-31,71749.0
4631,ZSFH,9998,2022-06-30,68800.0
4632,ZSFH,9998,2022-05-31,68529.0
4633,ZSFH,9998,2022-04-30,69045.0
4634,ZSFH,9998,2022-03-31,68983.0
4635,ZSFH,9998,2022-02-28,70597.0
4636,ZSFH,9998,2022-01-31,69988.0
4637,ZSFH,9998,2021-12-31,71295.0
4638,ZSFH,9998,2021-11-30,70522.0
4639,ZSFH,9998,2021-10-31,70149.0
4640,ZSFH,9998,2021-09-30,69401.0
4641,ZSFH,9998,2021-08-31,69217.0
4642,ZSFH,9998,2021-07-31,49942.0
4643,ZSFH,9998,2021-06-30,50179.0
4644,ZSFH,9998,2021-05-31,50347.0
4645,ZSFH,9998,2021-04-30,54626.0
4646,ZSFH,9998,2021-03-31,54813.0
4647,ZSFH,9998,2021-02-28,55997.0
4648,ZSFH,9998,2021-01-31,54844.0
4649,ZSFH,9998,2020-12-31,53737.0
4650,ZSFH,9998,2020-11-30,54675.0
4651,ZSFH,9998,2020-10-31,54325.0
4652,ZSFH,9998,2020-09-30,55204.0
4653,ZSFH,9998,2020-08-31,54363.0
4654,ZSFH,9998,2020-07-31,54252.0
4655,ZSFH,9998,2020-06-30,56778.0
4656,ZSFH,9998,2020-05-31,56647.0
4657,ZSFH,9998,2020-04-30,55518.0
4658,ZSFH,9998,2020-03-31,55734.0
4659,ZSFH,9998,2020-02-29,56064.0
4660,ZSFH,9998,2020-01-31,56374.0
4661,ZSFH,9998,2019-12-31,56839.0
4662,ZSFH,9998,2019-11-30,57155.0
4663,ZSFH,9998,2019-10-31,57383.0
4664,ZSFH,9998,2019-09-30,57288.0
4665,ZSFH,9998,2019-08-31,57115.0
4666,ZSFH,9998,2019-07-31,56870.0
4667,ZSFH,9998,2019-06-30,56535.0
4668,ZSFH,9998,2019-05-31,56511.0
4669,ZSFH,9998,2019-04-30,56685.0
4670,ZSFH,9998,2019-03-31,56900.0
4671,ZSFH,9998,2019-02-28,56863.0
4672,ZSFH,9998,2019-01-31,56733.0
4673,ZSFH,9998,2018-12-31,56484.0
4674,ZSFH,9998,2018-11-30,56403.0
4675,ZSFH,9998,2018-10-31,56415.0
4676,ZSFH,9998,2018-09-30,56689.0
4677,ZSFH,9998,2018-08-31,57050.0
4678,ZSFH,9998,2018-07-31,57325.0
4679,ZSFH,9998,2018-06-30,57445.0
4680,ZSFH,9998,2018-05-31,57400.0
4681,ZSFH,9998,2018-04-30,57160.0
4682,ZSFH,9998,2018-03-31,57165.0
4683,ZSFH,9998,2018-02-28,57188.0
4684,ZSFH,9998,2018-01-31,57306.0
4685,ZSFH,9998,2017-12-31,57051.0
4686,ZSFH,9998,2017-11-30,56760.0
4687,ZSFH,9998,2017-10-31,56353.0
4688,ZSFH,9998,2017-09-30,56252.0
4689,ZSFH,9998,2017-08-31,56040.0
4690,ZSFH,9998,2017-07-31,56088.0
4691,ZSFH,9998,2017-06-30,55983.0
4692,ZSFH,9998,2017-05-31,55947.0
4693,ZSFH,9998,2017-04-30,55840.0
4694,ZSFH,9998,2017-03-31,55758.0
4695,ZSFH,9998,2017-02-28,55699.0
4696,ZSFH,9998,2017-01-31,55622.0
4697,ZSFH,9998,2016-12-31,55878.0
4698,ZSFH,9998,2016-11-30,56044.0
4699,ZSFH,9998,2016-10-31,56278.0
4700,ZSFH,9998,2016-09-30,56127.0
4701,ZSFH,9998,2016-08-31,56084.0
4702,ZSFH,9998,2016-07-31,55825.0
4703,ZSFH,9998,2016-06-30,55655.0
4704,ZSFH,9998,2016-05-31,55443.0
4705,ZSFH,9998,2016-04-30,55432.0
4706,ZSFH,9998,2016-03-31,55314.0
4707,ZSFH,9998,2016-02-29,55117.0
4708,ZSFH,9998,2016-01-31,54737.0
4709,ZSFH,9998,2015-12-31,54275.0
4710,ZSFH,9998,2015-11-30,53885.0
4711,ZSFH,9998,2015-10-31,53691.0
4712,ZSFH,9998,2015-09-30,53619.0
4713,ZSFH,9998,2015-08-31,53683.0
4714,ZSFH,9998,2015-07-31,53593.0
4715,ZSFH,9998,2015-06-30,53633.0
4716,ZSFH,9998,2015-05-31,53568.0
4717,ZSFH,9998,2015-04-30,53493.0
4718,ZSFH,9998,2015-03-31,53418.0
4719,ZSFH,9998,2015-02-28,53256.0
4720,ZSFH,9998,2015-01-31,53158.0
4721,ZSFH,9998,2014-12-31,53026.0
4722,ZSFH,9998,2014-11-30,52971.0
4723,ZSFH,9998,2014-10-31,52875.0
4724,ZSFH,9998,2014-09-30,52751.0
4725,ZSFH,9998,2014-08-31,52090.0
4726,ZSFH,9998,2014-07-31,51665.0
4727,ZSFH,9998,2014-06-30,51226.0
4728,ZSFH,9998,2014-05-31,51332.0
4729,ZSFH,9998,2014-04-30,51358.0
4730,ZSFH,9998,2014-03-31,51329.0
4731,ZSFH,9998,2014-02-28,51541.0
4732,ZSFH,9998,2014-01-31,51975.0
4733,ZSFH,9998,2013-12-31,52480.0
4734,ZSFH,9998,2013-11-30,52790.0
4735,ZSFH,9998,2013-10-31,52823.0
4736,ZSFH,9998,2013-09-30,53204.0
4737,ZSFH,9998,2013-08-31,54107.0
4738,ZSFH,9998,2013-07-31,54836.0
4739,ZSFH,9998,2013-06-30,55248.0
4740,ZSFH,9998,2013-05-31,54958.0
4741,ZSFH,9998,2013-04-30,54867.0
4742,ZSFH,9998,2013-03-31,54975.0
4743,ZSFH,9998,2013-02-28,55036.0
4744,ZSFH,9998,2013-01-31,54777.0
4745,ZSFH,9998,2012-12-31,54315.0
4746,ZSFH,9998,2012-11-30,54061.0
4747,ZSFH,9998,2012-10-31,54137.0
4748,ZSFH,9998,2012-09-30,54032.0
4749,ZSFH,9998,2012-08-31,53876.0
4750,ZSFH,9998,2012-07-31,53859.0
4751,ZSFH,9998,2012-06-30,54068.0
4752,ZSFH,9998,2012-05-31,54308.0
4753,ZSFH,9998,2012-04-30,54327.0
4754,ZSFH,9998,2012-03-31,54253.0
4755,ZSFH,9998,2012-02-29,54145.0
4756,ZSFH,9998,2012-01-31,54448.0
4757,ZSFH,9998,2011-12-31,54830.0
4758,ZSFH,9998,2011-11-30,55332.0
4759,ZSFH,9998,2011-10-31,55463.0
4760,ZSFH,9998,2011-09-30,55563.0
4761,ZSFH,9998,2011-08-31,55508.0
4762,ZSFH,9998,2011-07-31,55471.0
4763,ZSFH,9998,2011-06-30,55414.0
4764,ZSFH,9998,2011-05-31,55775.0
4765,ZSFH,9998,2011-04-30,56205.0
4766,ZSFH,9998,2011-03-31,56697.0
4767,ZSFH,9998,2011-02-28,57046.0
4768,ZSFH,9998,2011-01-31,57220.0
4769,ZSFH,9998,2010-12-31,57351.0
4770,ZSFH,9998,2010-11-30,57144.0
4771,ZSFH,9998,2010-10-31,57104.0
4772,ZSFH,9998,2010-09-30,57072.0
4773,ZSFH,9998,2010-08-31,57154.0
4774,ZSFH,9998,2010-07-31,57088.0
4775,ZSFH,9998,2010-06-30,57030.0
4776,ZSFH,9998,2010-05-31,57045.0
4777,ZSFH,9998,2010-04-30,57383.0
4778,ZSFH,9998,2010-03-31,57653.0
4779,ZSFH,9998,2010-02-28,57945.0
4780,ZSFH,9998,2010-01-31,57979.0
4781,ZSFH,9998,2009-12-31,58003.0
4782,ZSFH,9998,2009-11-30,58060.0
4783,ZSFH,9998,2009-10-31,58233.0
4784,ZSFH,9998,2009-09-30,58515.0
4785,ZSFH,9998,2009-08-31,58641.0
4786,ZSFH,9998,2009-07-31,58638.0
4787,ZSFH,9998,2009-06-30,58809.0
4788,ZSFH,9998,2009-05-31,59196.0
4789,ZSFH,9998,2009-04-30,59781.0
4790,ZSFH,9998,2009-03-31,60125.0
4791,ZSFH,9998,2009-02-28,60212.0
4792,ZSFH,9998,2009-01-31,60210.0
4793,ZSFH,9998,2008-12-31,60376.0
4794,ZSFH,9998,2008-11-30,60683.0
4795,ZSFH,9998,2008-10-31,60822.0
4796,ZSFH,9998,2008-09-30,60818.0
4797,ZSFH,9998,2008-08-31,60852.0
4798,ZSFH,9998,2008-07-31,60994.0
4799,ZSFH,9998,2008-06-30,60942.0
4800,ZSFH,9998,2008-05-31,60546.0
4801,ZSFH,9998,2008-04-30,59789.0
4802,ZSFH,9998,2008-03-31,59177.0
4803,ZSFH,9998,2008-02-29,58712.0
4804,ZSFH,9998,2008-01-31,58620.0
4805,ZSFH,9998,2007-12-31,58464.0
4806,ZSFH,99979,2023-09-30,420439.93243536
4807,ZSFH,99979,2023-08-31,418712.092487398
4808,ZSFH,99979,2023-07-31,416813.268470623
4809,ZSFH,99979,2023-06-30,415255.969626368
4810,ZSFH,99979,2023-05-31,412896.187173513
4811,ZSFH,99979,2023-04-30,410028.336591615
4812,ZSFH,99979,2023-03-31,407848.033690635
4813,ZSFH,99979,2023-02-28,409134.484517202
4814,ZSFH,99979,2023-01-31,413390.757783427
4815,ZSFH,99979,2022-12-31,419561.03686242
4816,ZSFH,99979,2022-11-30,424738.33915433
4817,ZSFH,99979,2022-10-31,428392.587489744
4818,ZSFH,99979,2022-09-30,432012.497422164
4819,ZSFH,99979,2022-08-31,436928.310952115
4820,ZSFH,99979,2022-07-31,440962.061358295
4821,ZSFH,99979,2022-06-30,441227.791843802
4822,ZSFH,99979,2022-05-31,438413.622762203
